step,lr,train_loss,val_loss,tokens_per_sec
16271,3.000e-04,2.9414,,
16272,3.000e-04,2.9188,,
16273,3.000e-04,2.9224,,
16274,3.000e-04,2.9458,,
16275,3.000e-04,2.9273,,
16276,3.000e-04,2.9289,,
16277,3.000e-04,2.9239,,
16278,3.000e-04,2.9344,,
16279,3.000e-04,2.9229,,
16280,3.000e-04,2.9414,,
16281,3.000e-04,2.9393,,
16282,3.000e-04,2.8976,,
16283,3.000e-04,2.9165,,
16284,3.000e-04,2.9419,,
16285,3.000e-04,2.9713,,
16286,3.000e-04,2.9251,,
16287,3.000e-04,2.9416,,
16288,3.000e-04,2.9546,,
16289,3.000e-04,2.9188,,
16290,3.000e-04,2.9529,,
16291,3.000e-04,2.9350,,
16292,3.000e-04,2.9405,,
16293,3.000e-04,2.8960,,
16294,3.000e-04,2.9691,,
16295,3.000e-04,2.9279,,
16296,3.000e-04,2.9951,,
16297,3.000e-04,2.8701,,
16298,3.000e-04,2.9330,,
16299,3.000e-04,2.9299,,
16300,3.000e-04,2.9076,2.7681803107261658,
16301,3.000e-04,2.9057,,
16302,3.000e-04,2.9300,,
16303,3.000e-04,2.9170,,
16304,3.000e-04,2.9550,,
16305,3.000e-04,2.9231,,
16306,3.000e-04,2.9292,,
16307,3.000e-04,2.9010,,
16308,3.000e-04,2.9101,,
16309,3.000e-04,2.9324,,
16310,3.000e-04,2.9429,,
16311,3.000e-04,2.9361,,
16312,3.000e-04,2.9220,,
16313,3.000e-04,2.9713,,
16314,3.000e-04,2.9946,,
16315,3.000e-04,2.9071,,
16316,3.000e-04,2.9437,,
16317,3.000e-04,2.9268,,
16318,3.000e-04,2.9446,,
16319,3.000e-04,2.9206,,
16320,3.000e-04,2.9316,,
16321,3.000e-04,2.9527,,
16322,3.000e-04,2.9612,,
16323,3.000e-04,2.9493,,
16324,3.000e-04,2.9242,,
16325,3.000e-04,2.9321,,
16326,3.000e-04,2.9365,,
16327,3.000e-04,2.8976,,
16328,3.000e-04,2.9244,,
16329,3.000e-04,2.9303,,
16330,3.000e-04,2.9338,,
16331,3.000e-04,2.9589,,
16332,3.000e-04,2.9092,,
16333,3.000e-04,2.9213,,
16334,3.000e-04,2.8807,,
16335,3.000e-04,2.9008,,
16336,3.000e-04,2.9204,,
16337,3.000e-04,2.9348,,
16338,3.000e-04,2.9618,,
16339,3.000e-04,2.9341,,
16340,3.000e-04,2.9330,,
16341,3.000e-04,2.9730,,
16342,3.000e-04,2.9356,,
16343,3.000e-04,2.9296,,
16344,3.000e-04,2.9065,,
16345,3.000e-04,2.9503,,
16346,3.000e-04,2.9417,,
16347,3.000e-04,2.9136,,
16348,3.000e-04,2.9478,,
16349,3.000e-04,2.9543,,
16350,3.000e-04,2.9450,,
16351,3.000e-04,2.9464,,
16352,3.000e-04,2.9049,,
16353,3.000e-04,2.9188,,
16354,3.000e-04,2.9667,,
16355,3.000e-04,2.9382,,
16356,3.000e-04,2.9213,,
16357,3.000e-04,2.8845,,
16358,3.000e-04,2.9603,,
16359,3.000e-04,2.9374,,
16360,3.000e-04,2.9001,,
16361,3.000e-04,2.9068,,
16362,3.000e-04,2.9327,,
16363,3.000e-04,2.9694,,
16364,3.000e-04,2.9180,,
16365,3.000e-04,2.9237,,
16366,3.000e-04,2.9265,,
16367,3.000e-04,2.9284,,
16368,3.000e-04,2.9634,,
16369,3.000e-04,2.9101,,
16370,3.000e-04,2.9418,,
16371,3.000e-04,2.9200,,
16372,3.000e-04,2.9332,,
16373,3.000e-04,2.9200,,
16374,3.000e-04,2.9172,,
16375,3.000e-04,2.9331,,
16376,3.000e-04,2.9538,,
16377,3.000e-04,2.9433,,
16378,3.000e-04,2.9557,,
16379,3.000e-04,2.9213,,
16380,3.000e-04,2.8899,,
16381,3.000e-04,2.9509,,
16382,3.000e-04,2.9249,,
16383,3.000e-04,2.9415,,
16384,3.000e-04,2.8971,,
16385,3.000e-04,2.9277,,
16386,3.000e-04,2.9510,,
16387,3.000e-04,2.9261,,
16388,3.000e-04,2.9280,,
16389,3.000e-04,2.9585,,
16390,3.000e-04,2.9126,,
16391,3.000e-04,2.9689,,
16392,3.000e-04,2.9071,,
16393,3.000e-04,2.9360,,
16394,3.000e-04,2.9577,,
16395,3.000e-04,2.9730,,
16396,3.000e-04,2.9816,,
16397,3.000e-04,2.9585,,
16398,3.000e-04,2.9274,,
16399,3.000e-04,2.9186,,
16400,3.000e-04,2.9809,2.88780357837677,
16401,3.000e-04,2.9493,,
16402,3.000e-04,2.9348,,
16403,3.000e-04,2.9355,,
16404,3.000e-04,2.9043,,
16405,3.000e-04,2.9273,,
16406,3.000e-04,2.9459,,
16407,3.000e-04,2.9384,,
16408,3.000e-04,2.9332,,
16409,3.000e-04,2.9484,,
16410,3.000e-04,2.9592,,
16411,3.000e-04,2.9505,,
16412,3.000e-04,2.9480,,
16413,3.000e-04,2.9499,,
16414,3.000e-04,2.9419,,
16415,3.000e-04,2.8744,,
16416,3.000e-04,2.9245,,
16417,3.000e-04,2.9035,,
16418,3.000e-04,2.9296,,
16419,3.000e-04,2.9466,,
16420,3.000e-04,2.9221,,
16421,3.000e-04,2.9247,,
16422,3.000e-04,2.9066,,
16423,3.000e-04,2.9384,,
16424,3.000e-04,2.9494,,
16425,3.000e-04,2.9551,,
16426,3.000e-04,2.8909,,
16427,3.000e-04,2.9067,,
16428,3.000e-04,2.9329,,
16429,3.000e-04,2.9536,,
16430,3.000e-04,2.9330,,
16431,3.000e-04,2.8947,,
16432,3.000e-04,2.9485,,
16433,3.000e-04,2.9436,,
16434,3.000e-04,2.9228,,
16435,3.000e-04,2.9155,,
16436,3.000e-04,2.9595,,
16437,3.000e-04,2.8580,,
16438,3.000e-04,2.9565,,
16439,3.000e-04,2.9170,,
16440,3.000e-04,2.9452,,
16441,3.000e-04,2.9340,,
16442,3.000e-04,2.9462,,
16443,3.000e-04,2.9367,,
16444,3.000e-04,2.9577,,
16445,3.000e-04,2.9282,,
16446,3.000e-04,2.9023,,
16447,3.000e-04,2.9487,,
16448,3.000e-04,2.8835,,
16449,3.000e-04,2.9193,,
16450,3.000e-04,2.9260,,
16451,3.000e-04,2.9480,,
16452,3.000e-04,2.9487,,
16453,3.000e-04,2.9387,,
16454,3.000e-04,2.9311,,
16455,3.000e-04,2.9666,,
16456,3.000e-04,2.9675,,
16457,3.000e-04,2.9399,,
16458,3.000e-04,2.9757,,
16459,3.000e-04,2.9082,,
16460,3.000e-04,2.9574,,
16461,3.000e-04,2.9567,,
16462,3.000e-04,2.9294,,
16463,3.000e-04,2.9760,,
16464,3.000e-04,2.9408,,
16465,3.000e-04,2.9413,,
16466,3.000e-04,2.9480,,
16467,3.000e-04,2.9364,,
16468,3.000e-04,2.9148,,
16469,3.000e-04,2.9358,,
16470,3.000e-04,2.9304,,
16471,3.000e-04,2.9545,,
16472,3.000e-04,2.9427,,
16473,3.000e-04,2.9358,,
16474,3.000e-04,2.9172,,
16475,3.000e-04,2.9562,,
16476,3.000e-04,2.9147,,
16477,3.000e-04,2.9495,,
16478,3.000e-04,2.9695,,
16479,3.000e-04,2.9152,,
16480,3.000e-04,2.9534,,
16481,3.000e-04,2.9711,,
16482,3.000e-04,2.9315,,
16483,3.000e-04,2.9521,,
16484,3.000e-04,2.9254,,
16485,3.000e-04,2.8811,,
16486,3.000e-04,2.9075,,
16487,3.000e-04,2.9581,,
16488,3.000e-04,2.9704,,
16489,3.000e-04,2.9341,,
16490,3.000e-04,2.9320,,
16491,3.000e-04,2.9412,,
16492,3.000e-04,2.8940,,
16493,3.000e-04,2.9531,,
16494,3.000e-04,2.9866,,
16495,3.000e-04,2.9096,,
16496,3.000e-04,2.9435,,
16497,3.000e-04,2.9365,,
16498,3.000e-04,2.9847,,
16499,3.000e-04,2.9639,,
16500,3.000e-04,2.9184,2.9139268040657043,
16501,3.000e-04,2.8797,,
16502,3.000e-04,2.9363,,
16503,3.000e-04,2.9206,,
16504,3.000e-04,2.9381,,
16505,3.000e-04,2.8876,,
16506,3.000e-04,2.9606,,
16507,3.000e-04,2.9358,,
16508,3.000e-04,2.9108,,
16509,3.000e-04,2.9472,,
16510,3.000e-04,2.9361,,
16511,3.000e-04,2.9707,,
16512,3.000e-04,2.9690,,
16513,3.000e-04,2.8735,,
16514,3.000e-04,2.9115,,
16515,3.000e-04,2.9196,,
16516,3.000e-04,2.9534,,
16517,3.000e-04,2.9385,,
16518,3.000e-04,2.9343,,
16519,3.000e-04,2.9264,,
16520,3.000e-04,2.9670,,
16521,3.000e-04,2.9354,,
16522,3.000e-04,2.9655,,
16523,3.000e-04,2.9346,,
16524,3.000e-04,2.9398,,
16525,3.000e-04,2.9097,,
16526,3.000e-04,2.9090,,
16527,3.000e-04,2.9578,,
16528,3.000e-04,2.9559,,
16529,3.000e-04,2.9313,,
16530,3.000e-04,2.9638,,
16531,3.000e-04,2.9159,,
16532,3.000e-04,2.9269,,
16533,3.000e-04,2.9518,,
16534,3.000e-04,2.9371,,
16535,3.000e-04,2.9256,,
16536,3.000e-04,2.9654,,
16537,3.000e-04,2.9507,,
16538,3.000e-04,2.9160,,
16539,3.000e-04,2.9065,,
16540,3.000e-04,2.9367,,
16541,3.000e-04,2.9333,,
16542,3.000e-04,2.9499,,
16543,3.000e-04,2.9488,,
16544,3.000e-04,2.9147,,
16545,3.000e-04,2.9578,,
16546,3.000e-04,2.9571,,
16547,3.000e-04,2.9901,,
16548,3.000e-04,2.8945,,
16549,3.000e-04,2.9595,,
16550,3.000e-04,2.9469,,
16551,3.000e-04,2.9512,,
16552,3.000e-04,2.8804,,
16553,3.000e-04,2.9663,,
16554,3.000e-04,2.9620,,
16555,3.000e-04,2.9695,,
16556,3.000e-04,2.9587,,
16557,3.000e-04,2.9457,,
16558,3.000e-04,2.9298,,
16559,3.000e-04,2.8982,,
16560,3.000e-04,2.9625,,
16561,3.000e-04,2.9307,,
16562,3.000e-04,2.9319,,
16563,3.000e-04,2.9054,,
16564,3.000e-04,2.9103,,
16565,3.000e-04,2.9419,,
16566,3.000e-04,2.9459,,
16567,3.000e-04,2.9362,,
16568,3.000e-04,2.9283,,
16569,3.000e-04,2.9480,,
16570,3.000e-04,2.9249,,
16571,3.000e-04,2.9485,,
16572,3.000e-04,2.9465,,
16573,3.000e-04,2.9393,,
16574,3.000e-04,2.9544,,
16575,3.000e-04,2.8870,,
16576,3.000e-04,2.9526,,
16577,3.000e-04,2.9417,,
16578,3.000e-04,2.9219,,
16579,3.000e-04,2.9027,,
16580,3.000e-04,2.9193,,
16581,3.000e-04,2.9590,,
16582,3.000e-04,2.8774,,
16583,3.000e-04,2.9333,,
16584,3.000e-04,2.9498,,
16585,3.000e-04,2.9054,,
16586,3.000e-04,2.9241,,
16587,3.000e-04,2.9142,,
16588,3.000e-04,2.9467,,
16589,3.000e-04,2.9508,,
16590,3.000e-04,2.9186,,
16591,3.000e-04,2.9365,,
16592,3.000e-04,2.9632,,
16593,3.000e-04,2.9753,,
16594,3.000e-04,2.8979,,
16595,3.000e-04,2.9194,,
16596,3.000e-04,2.9431,,
16597,3.000e-04,2.9224,,
16598,3.000e-04,2.9510,,
16599,3.000e-04,2.9376,,
16600,3.000e-04,2.9591,2.8129669308662413,
16601,3.000e-04,2.9526,,
16602,3.000e-04,2.9501,,
16603,3.000e-04,2.9529,,
16604,3.000e-04,2.9084,,
16605,3.000e-04,2.9577,,
16606,3.000e-04,2.9731,,
16607,3.000e-04,2.9233,,
16608,3.000e-04,2.9437,,
16609,3.000e-04,2.9684,,
16610,3.000e-04,2.9295,,
16611,3.000e-04,2.9154,,
16612,3.000e-04,2.9428,,
16613,3.000e-04,2.9602,,
16614,3.000e-04,2.9366,,
16615,3.000e-04,2.9908,,
16616,3.000e-04,2.8729,,
16617,3.000e-04,2.9583,,
16618,3.000e-04,2.9493,,
16619,3.000e-04,2.9627,,
16620,3.000e-04,3.0021,,
16621,3.000e-04,2.8933,,
16622,3.000e-04,2.8855,,
16623,3.000e-04,2.9677,,
16624,3.000e-04,2.9188,,
16625,3.000e-04,2.9586,,
16626,3.000e-04,2.9246,,
16627,3.000e-04,2.9747,,
16628,3.000e-04,2.9611,,
16629,3.000e-04,2.9160,,
16630,3.000e-04,2.9189,,
16631,3.000e-04,2.9193,,
16632,3.000e-04,2.9255,,
16633,3.000e-04,2.9347,,
16634,3.000e-04,2.8971,,
16635,3.000e-04,2.9128,,
16636,3.000e-04,2.9154,,
16637,3.000e-04,2.8982,,
16638,3.000e-04,2.9178,,
16639,3.000e-04,2.9394,,
16640,3.000e-04,2.9466,,
16641,3.000e-04,2.9798,,
16642,3.000e-04,2.9453,,
16643,3.000e-04,2.9454,,
16644,3.000e-04,2.9189,,
16645,3.000e-04,2.9439,,
16646,3.000e-04,2.9267,,
16647,3.000e-04,2.9050,,
16648,3.000e-04,2.8831,,
16649,3.000e-04,2.8941,,
16650,3.000e-04,2.9584,,
16651,3.000e-04,2.9602,,
16652,3.000e-04,2.9781,,
16653,3.000e-04,2.9310,,
16654,3.000e-04,2.8838,,
16655,3.000e-04,2.9015,,
16656,3.000e-04,2.8811,,
16657,3.000e-04,2.9243,,
16658,3.000e-04,2.9573,,
16659,3.000e-04,2.9309,,
16660,3.000e-04,2.9452,,
16661,3.000e-04,2.9036,,
16662,3.000e-04,2.9288,,
16663,3.000e-04,2.9570,,
16664,3.000e-04,2.9187,,
16665,3.000e-04,2.9665,,
16666,3.000e-04,2.9563,,
16667,3.000e-04,2.9310,,
16668,3.000e-04,2.9916,,
16669,3.000e-04,2.9334,,
16670,3.000e-04,2.9132,,
16671,3.000e-04,2.9123,,
16672,3.000e-04,2.9629,,
16673,3.000e-04,2.9431,,
16674,3.000e-04,2.9851,,
16675,3.000e-04,2.9263,,
16676,3.000e-04,2.9520,,
16677,3.000e-04,2.9907,,
16678,3.000e-04,2.9450,,
16679,3.000e-04,2.9275,,
16680,3.000e-04,2.9174,,
16681,3.000e-04,2.9641,,
16682,3.000e-04,2.9349,,
16683,3.000e-04,2.9075,,
16684,3.000e-04,2.9210,,
16685,3.000e-04,2.9194,,
16686,3.000e-04,2.9198,,
16687,3.000e-04,2.9020,,
16688,3.000e-04,2.9550,,
16689,3.000e-04,2.9424,,
16690,3.000e-04,3.0001,,
16691,3.000e-04,2.9321,,
16692,3.000e-04,2.9359,,
16693,3.000e-04,2.9792,,
16694,3.000e-04,2.9650,,
16695,3.000e-04,2.9386,,
16696,3.000e-04,2.9563,,
16697,3.000e-04,2.9448,,
16698,3.000e-04,2.9172,,
16699,3.000e-04,2.9328,,
16700,3.000e-04,2.9722,3.0080222606658937,
16701,3.000e-04,2.9079,,
16702,3.000e-04,2.8922,,
16703,3.000e-04,2.9683,,
16704,3.000e-04,2.9706,,
16705,3.000e-04,2.9216,,
16706,3.000e-04,2.9705,,
16707,3.000e-04,2.9404,,
16708,3.000e-04,2.9115,,
16709,3.000e-04,2.9348,,
16710,3.000e-04,2.9188,,
16711,3.000e-04,2.9188,,
16712,3.000e-04,2.9083,,
16713,3.000e-04,2.9499,,
16714,3.000e-04,2.8882,,
16715,3.000e-04,2.9443,,
16716,3.000e-04,2.9727,,
16717,3.000e-04,2.9063,,
16718,3.000e-04,2.9134,,
16719,3.000e-04,2.9124,,
16720,3.000e-04,2.9470,,
16721,3.000e-04,2.9334,,
16722,3.000e-04,2.9085,,
16723,3.000e-04,2.9453,,
16724,3.000e-04,2.9277,,
16725,3.000e-04,2.9409,,
16726,3.000e-04,2.8940,,
16727,3.000e-04,2.9076,,
16728,3.000e-04,2.9091,,
16729,3.000e-04,2.9389,,
16730,3.000e-04,2.9407,,
16731,3.000e-04,2.8830,,
16732,3.000e-04,2.9099,,
16733,3.000e-04,2.9355,,
16734,3.000e-04,2.9706,,
16735,3.000e-04,2.9133,,
16736,3.000e-04,2.9270,,
16737,3.000e-04,2.9433,,
16738,3.000e-04,2.9192,,
16739,3.000e-04,2.9592,,
16740,3.000e-04,2.9229,,
16741,3.000e-04,2.9403,,
16742,3.000e-04,2.9322,,
16743,3.000e-04,2.9381,,
16744,3.000e-04,2.9203,,
16745,3.000e-04,2.9250,,
16746,3.000e-04,2.9242,,
16747,3.000e-04,2.9283,,
16748,3.000e-04,2.9165,,
16749,3.000e-04,2.9327,,
16750,3.000e-04,2.9417,,
16751,3.000e-04,2.8925,,
16752,3.000e-04,2.9059,,
16753,3.000e-04,2.9031,,
16754,3.000e-04,2.8808,,
16755,3.000e-04,2.9710,,
16756,3.000e-04,2.9199,,
16757,3.000e-04,2.9405,,
16758,3.000e-04,2.9373,,
16759,3.000e-04,2.9196,,
16760,3.000e-04,2.9342,,
16761,3.000e-04,2.9321,,
16762,3.000e-04,2.9571,,
16763,3.000e-04,2.8988,,
16764,3.000e-04,2.9009,,
16765,3.000e-04,2.9399,,
16766,3.000e-04,2.9619,,
16767,3.000e-04,2.9412,,
16768,3.000e-04,2.9201,,
16769,3.000e-04,2.9475,,
16770,3.000e-04,2.8623,,
16771,3.000e-04,2.9360,,
16772,3.000e-04,2.8965,,
16773,3.000e-04,2.9405,,
16774,3.000e-04,2.9126,,
16775,3.000e-04,2.9650,,
16776,3.000e-04,2.9401,,
16777,3.000e-04,2.9133,,
16778,3.000e-04,2.9347,,
16779,3.000e-04,2.8857,,
16780,3.000e-04,2.9325,,
16781,3.000e-04,2.9182,,
16782,3.000e-04,2.8857,,
16783,3.000e-04,2.9359,,
16784,3.000e-04,2.9023,,
16785,3.000e-04,2.9132,,
16786,3.000e-04,2.9015,,
16787,3.000e-04,2.9420,,
16788,3.000e-04,2.9427,,
16789,3.000e-04,2.9293,,
16790,3.000e-04,2.9385,,
16791,3.000e-04,2.9212,,
16792,3.000e-04,2.9497,,
16793,3.000e-04,2.9280,,
16794,3.000e-04,2.9068,,
16795,3.000e-04,2.9541,,
16796,3.000e-04,2.9206,,
16797,3.000e-04,2.9571,,
16798,3.000e-04,2.9218,,
16799,3.000e-04,2.9489,,
16800,3.000e-04,2.9203,2.884654939174652,
16801,3.000e-04,2.9523,,
16802,3.000e-04,2.9397,,
16803,3.000e-04,2.8845,,
16804,3.000e-04,2.9398,,
16805,3.000e-04,2.9600,,
16806,3.000e-04,2.9169,,
16807,3.000e-04,2.9154,,
16808,3.000e-04,2.9015,,
16809,3.000e-04,2.9522,,
16810,3.000e-04,2.9287,,
16811,3.000e-04,2.9395,,
16812,3.000e-04,2.9090,,
16813,3.000e-04,2.9709,,
16814,3.000e-04,2.9327,,
16815,3.000e-04,2.9327,,
16816,3.000e-04,2.9203,,
16817,3.000e-04,2.9620,,
16818,3.000e-04,2.9241,,
16819,3.000e-04,2.9390,,
16820,3.000e-04,2.9359,,
16821,3.000e-04,2.9644,,
16822,3.000e-04,2.9322,,
16823,3.000e-04,2.9736,,
16824,3.000e-04,2.8986,,
16825,3.000e-04,2.9395,,
16826,3.000e-04,2.9618,,
16827,3.000e-04,2.9507,,
16828,3.000e-04,2.9428,,
16829,3.000e-04,2.9378,,
16830,3.000e-04,2.9169,,
16831,3.000e-04,2.9861,,
16832,3.000e-04,2.9203,,
16833,3.000e-04,2.9318,,
16834,3.000e-04,2.9124,,
16835,3.000e-04,2.9290,,
16836,3.000e-04,2.9352,,
16837,3.000e-04,2.9259,,
16838,3.000e-04,2.9153,,
16839,3.000e-04,2.9576,,
16840,3.000e-04,2.9628,,
16841,3.000e-04,2.9184,,
16842,3.000e-04,2.9474,,
16843,3.000e-04,2.9057,,
16844,3.000e-04,2.9235,,
16845,3.000e-04,2.9424,,
16846,3.000e-04,2.9024,,
16847,3.000e-04,2.9582,,
16848,3.000e-04,2.8827,,
16849,3.000e-04,2.9387,,
16850,3.000e-04,2.9256,,
16851,3.000e-04,2.9538,,
16852,3.000e-04,2.9473,,
16853,3.000e-04,2.9402,,
16854,3.000e-04,2.9578,,
16855,3.000e-04,2.9101,,
16856,3.000e-04,2.9284,,
16857,3.000e-04,2.8921,,
16858,3.000e-04,2.9314,,
16859,3.000e-04,2.9322,,
16860,3.000e-04,2.9337,,
16861,3.000e-04,2.8984,,
16862,3.000e-04,2.9398,,
16863,3.000e-04,2.9264,,
16864,3.000e-04,2.8850,,
16865,3.000e-04,2.8876,,
16866,3.000e-04,2.8876,,
16867,3.000e-04,2.9117,,
16868,3.000e-04,2.9273,,
16869,3.000e-04,2.9425,,
16870,3.000e-04,2.9560,,
16871,3.000e-04,2.9022,,
16872,3.000e-04,2.9249,,
16873,3.000e-04,2.9217,,
16874,3.000e-04,2.9378,,
16875,3.000e-04,2.9094,,
16876,3.000e-04,3.0000,,
16877,3.000e-04,2.9229,,
16878,3.000e-04,2.9746,,
16879,3.000e-04,2.9319,,
16880,3.000e-04,2.8994,,
16881,3.000e-04,2.9279,,
16882,3.000e-04,2.9075,,
16883,3.000e-04,2.9593,,
16884,3.000e-04,2.9603,,
16885,3.000e-04,2.9272,,
16886,3.000e-04,2.9332,,
16887,3.000e-04,2.9421,,
16888,3.000e-04,2.9180,,
16889,3.000e-04,2.9376,,
16890,3.000e-04,2.8907,,
16891,3.000e-04,2.8973,,
16892,3.000e-04,2.9659,,
16893,3.000e-04,2.9651,,
16894,3.000e-04,2.9315,,
16895,3.000e-04,2.9166,,
16896,3.000e-04,2.9562,,
16897,3.000e-04,2.9619,,
16898,3.000e-04,2.9169,,
16899,3.000e-04,2.9612,,
16900,3.000e-04,2.9470,2.81635205745697,
16901,3.000e-04,2.9300,,
16902,3.000e-04,2.9304,,
16903,3.000e-04,2.8933,,
16904,3.000e-04,2.9170,,
16905,3.000e-04,2.9270,,
16906,3.000e-04,2.9293,,
16907,3.000e-04,2.8949,,
16908,3.000e-04,2.9044,,
16909,3.000e-04,2.9550,,
16910,3.000e-04,2.9619,,
16911,3.000e-04,2.9305,,
16912,3.000e-04,2.8920,,
16913,3.000e-04,2.9403,,
16914,3.000e-04,2.9493,,
16915,3.000e-04,2.9021,,
16916,3.000e-04,2.9260,,
16917,3.000e-04,2.9528,,
16918,3.000e-04,2.9411,,
16919,3.000e-04,2.9167,,
16920,3.000e-04,2.9596,,
16921,3.000e-04,2.9383,,
16922,3.000e-04,2.9533,,
16923,3.000e-04,2.9632,,
16924,3.000e-04,2.9029,,
16925,3.000e-04,2.9219,,
16926,3.000e-04,2.9599,,
16927,3.000e-04,2.9530,,
16928,3.000e-04,2.9297,,
16929,3.000e-04,2.9479,,
16930,3.000e-04,2.8896,,
16931,3.000e-04,2.9490,,
16932,3.000e-04,2.8689,,
16933,3.000e-04,2.9223,,
16934,3.000e-04,2.9328,,
16935,3.000e-04,2.8930,,
16936,3.000e-04,2.9379,,
16937,3.000e-04,2.9473,,
16938,3.000e-04,2.9207,,
16939,3.000e-04,2.9020,,
16940,3.000e-04,2.9002,,
16941,3.000e-04,2.9228,,
16942,3.000e-04,2.9563,,
16943,3.000e-04,2.8542,,
16944,3.000e-04,2.9034,,
16945,3.000e-04,2.9169,,
16946,3.000e-04,2.9265,,
16947,3.000e-04,2.9282,,
16948,3.000e-04,2.9092,,
16949,3.000e-04,2.9520,,
16950,3.000e-04,2.9335,,
16951,3.000e-04,2.8937,,
16952,3.000e-04,2.8854,,
16953,3.000e-04,2.9056,,
16954,3.000e-04,2.9191,,
16955,3.000e-04,2.9062,,
16956,3.000e-04,2.9019,,
16957,3.000e-04,2.9395,,
16958,3.000e-04,2.9228,,
16959,3.000e-04,2.9927,,
16960,3.000e-04,2.9618,,
16961,3.000e-04,2.9363,,
16962,3.000e-04,2.9777,,
16963,3.000e-04,2.9191,,
16964,3.000e-04,2.9303,,
16965,3.000e-04,2.8955,,
16966,3.000e-04,2.9299,,
16967,3.000e-04,2.8999,,
16968,3.000e-04,2.9142,,
16969,3.000e-04,2.9575,,
16970,3.000e-04,2.9224,,
16971,3.000e-04,2.9147,,
16972,3.000e-04,2.9107,,
16973,3.000e-04,2.9405,,
16974,3.000e-04,2.9228,,
16975,3.000e-04,2.9618,,
16976,3.000e-04,2.9083,,
16977,3.000e-04,2.9489,,
16978,3.000e-04,2.9247,,
16979,3.000e-04,2.9180,,
16980,3.000e-04,2.9259,,
16981,3.000e-04,2.9588,,
16982,3.000e-04,2.9394,,
16983,3.000e-04,2.9321,,
16984,3.000e-04,2.9310,,
16985,3.000e-04,2.8995,,
16986,3.000e-04,2.9455,,
16987,3.000e-04,2.9383,,
16988,3.000e-04,2.8788,,
16989,3.000e-04,2.9031,,
16990,3.000e-04,2.9481,,
16991,3.000e-04,2.9462,,
16992,3.000e-04,2.9553,,
16993,3.000e-04,2.9060,,
16994,3.000e-04,2.9279,,
16995,3.000e-04,2.9369,,
16996,3.000e-04,2.9411,,
16997,3.000e-04,2.8977,,
16998,3.000e-04,2.9227,,
16999,3.000e-04,2.8930,,
17000,3.000e-04,2.8978,2.9224677801132204,
17001,3.000e-04,2.9598,,
17002,3.000e-04,2.9160,,
17003,3.000e-04,2.9330,,
17004,3.000e-04,2.9152,,
17005,3.000e-04,2.9240,,
17006,3.000e-04,2.9394,,
17007,3.000e-04,2.9216,,
17008,3.000e-04,2.9380,,
17009,3.000e-04,2.9207,,
17010,3.000e-04,2.8755,,
17011,3.000e-04,2.9550,,
17012,3.000e-04,2.9521,,
17013,3.000e-04,2.9324,,
17014,3.000e-04,2.9212,,
17015,3.000e-04,2.9541,,
17016,3.000e-04,2.9066,,
17017,3.000e-04,2.9238,,
17018,3.000e-04,2.9341,,
17019,3.000e-04,2.9532,,
17020,3.000e-04,2.9174,,
17021,3.000e-04,2.9222,,
17022,3.000e-04,2.9311,,
17023,3.000e-04,2.8858,,
17024,3.000e-04,2.8760,,
17025,3.000e-04,2.9514,,
17026,3.000e-04,2.9680,,
17027,3.000e-04,2.9001,,
17028,3.000e-04,2.9207,,
17029,3.000e-04,2.9547,,
17030,3.000e-04,2.9148,,
17031,3.000e-04,2.9036,,
17032,3.000e-04,2.9965,,
17033,3.000e-04,2.9020,,
17034,3.000e-04,2.9374,,
17035,3.000e-04,2.9172,,
17036,3.000e-04,2.9300,,
17037,3.000e-04,2.9901,,
17038,3.000e-04,2.9421,,
17039,3.000e-04,2.9128,,
17040,3.000e-04,2.9267,,
17041,3.000e-04,2.9107,,
17042,3.000e-04,2.9548,,
17043,3.000e-04,2.9568,,
17044,3.000e-04,2.8873,,
17045,3.000e-04,2.8905,,
17046,3.000e-04,2.9397,,
17047,3.000e-04,2.9503,,
17048,3.000e-04,2.8917,,
17049,3.000e-04,2.9224,,
17050,3.000e-04,2.9049,,
17051,3.000e-04,2.8952,,
17052,3.000e-04,2.8843,,
17053,3.000e-04,2.8873,,
17054,3.000e-04,2.9568,,
17055,3.000e-04,2.9425,,
17056,3.000e-04,2.9425,,
17057,3.000e-04,2.9217,,
17058,3.000e-04,2.9136,,
17059,3.000e-04,2.9322,,
17060,3.000e-04,2.9299,,
17061,3.000e-04,2.9594,,
17062,3.000e-04,2.9442,,
17063,3.000e-04,2.9728,,
17064,3.000e-04,2.9351,,
17065,3.000e-04,2.9208,,
17066,3.000e-04,2.9385,,
17067,3.000e-04,2.9441,,
17068,3.000e-04,2.9443,,
17069,3.000e-04,2.9804,,
17070,3.000e-04,2.9742,,
17071,3.000e-04,2.9621,,
17072,3.000e-04,2.9247,,
17073,3.000e-04,2.9436,,
17074,3.000e-04,2.9667,,
17075,3.000e-04,2.9236,,
17076,3.000e-04,2.8972,,
17077,3.000e-04,2.9226,,
17078,3.000e-04,2.9441,,
17079,3.000e-04,2.9515,,
17080,3.000e-04,2.8795,,
17081,3.000e-04,2.9553,,
17082,3.000e-04,2.9331,,
17083,3.000e-04,2.9349,,
17084,3.000e-04,2.9290,,
17085,3.000e-04,2.9064,,
17086,3.000e-04,2.9148,,
17087,3.000e-04,2.8949,,
17088,3.000e-04,2.9290,,
